name,address,lat,lng,business_status,rating,user_ratings_total,types,ID_Kelurahan
Smks Aqua Vitae,"Gang Kopsi No.60, Cibaduyut",-6.9583204,107.5931891,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.11.2_1
SMP Yudhistira,"Jalan Cibaduyut, Cibaduyut Kidul",-6.9583048,107.5931827,OPERATIONAL,4.5,17,"school, point_of_interest, establishment",IDN.9.14.11.2_1
MTs. Nurul Iman,"Jalan Cibaduyut Gang TVRI 3 No.Blok, Cibaduyut Wetan",-6.9617232,107.59496,OPERATIONAL,4.6,130,"point_of_interest, school, establishment",IDN.9.14.11.3_1
MDTA AR-RODIYAH,"Jalan Cibaduyut Gang Ibu Ipong No.87 rt. 04/02, Cibaduyut Wetan",-6.9567303,107.5948043,OPERATIONAL,4.5,2,"school, point_of_interest, establishment",IDN.9.14.11.3_1
Sensory Motor School,"Jalan RD Rangga Kencana No.43, Mekarwangi",-6.9528132,107.598435,OPERATIONAL,5,3,"school, physiotherapist, health, point_of_interest, establishment",IDN.9.14.11.1_1
Kelompok Bermain Ashofiah,"Jalan Cibaduyut No.112 06, Cibaduyut",-6.9546557,107.5932811,OPERATIONAL,1,1,"school, point_of_interest, establishment",IDN.9.14.11.1_1
RA DAARUN NISAA,"Gang Pak Aip No.183, Cibaduyut",-6.9548153,107.5927974,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.11.1_1
MDTA ASHOFIAH,"Jalan Cibaduyut Gang Sawargi 1 No.2, Cibaduyut",-6.95268,107.5945026,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.11.1_1
Majelis Ta'lim Nurul Musthofa Al Idrisiyah,"Jalan Sawargi II No.Kel, Cibaduyut",-6.9527229,107.5952693,OPERATIONAL,4.9,14,"school, point_of_interest, establishment",IDN.9.14.11.1_1
SDN 233 Cibaduyut,"Jalan. Cibaduyut Raya Blok Pasantren No.45, Cibaduyut",-6.95114,107.5939671,OPERATIONAL,4,7,"primary_school, school, point_of_interest, establishment",IDN.9.14.11.1_1
Al-Fitrah Kindergarten,"Jalan 17 Agustus II No.19, RW.1, Cibangkong",-6.9243112,107.6316195,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.9.2_1
Pondok Pesantren Darul Hidayah,"Jalan 17 Agustus II No.19, Cibangkong",-6.9245753,107.6316196,OPERATIONAL,5,27,"school, point_of_interest, establishment",IDN.9.14.9.2_1
Majilis Tal'im Darul Hidayah,"Jalan 17 Agustus II No.17, Cibangkong",-6.9244819,107.6315826,OPERATIONAL,4.5,24,"school, point_of_interest, establishment",IDN.9.14.9.2_1
Ignatius Slamet Riyadi Elementary School,"Jalan Gatot Subroto No.221, Cibangkong",-6.9252772,107.6318289,OPERATIONAL,4.6,36,"primary_school, school, point_of_interest, establishment",IDN.9.14.9.2_1
Sekolah Dasar Negeri 028 Gumuruh,"Jalan Cibangkong No.13, Cibangkong",-6.9237068,107.6308763,OPERATIONAL,4.6,13,"primary_school, school, point_of_interest, establishment",IDN.9.14.9.2_1
Sekolah Dasar Negeri Gumuruh 2,"Jalan Cibangkong No.13, Cibangkong",-6.9239829,107.6308167,OPERATIONAL,4.3,8,"primary_school, school, point_of_interest, establishment",IDN.9.14.9.2_1
MAN 1 Kota Bandung,"Jalan Terusan H Alpi, Cibuntu",-6.9225008,107.5714104,OPERATIONAL,4.6,207,"school, point_of_interest, establishment",IDN.9.14.7.2_1
Madrasah Aliyah Al-Istiqomah,"Jalan Raya Cijerah No.151, Cibuntu",-6.9220368,107.5687689,OPERATIONAL,4.4,54,"secondary_school, school, point_of_interest, establishment",IDN.9.14.7.2_1
SMP Negeri 27 Kota Bandung,"Jalan Yudhawastu Pramuka I RT.01/RW.13, Cicadas",-6.9050383,107.6345422,OPERATIONAL,4.5,126,"school, point_of_interest, establishment",IDN.9.14.14.1_1
MTS Al - Hasan,"Jalan Sukarasa No.104/143E, Cicadas",-6.9063985,107.6381631,OPERATIONAL,4.9,11,"school, point_of_interest, establishment",IDN.9.14.14.1_1
Kindergarten Qur'an Darussalam,"Jalan. Asep Berlian No.168/143A, Gang Bunga VII. No.RT.04/15, Cicadas",-6.9049776,107.6376346,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.14.1_1
"2nd Private Santa Maria Catholic High School, Cicaheum","Jalan Sulaksana Baru I No.18, Cicaheum",-6.9080199,107.6512778,OPERATIONAL,4.9,91,"school, point_of_interest, establishment",IDN.9.14.21.3_1
Madrasah Al Ikhlas,"Gang Maja II, Cicaheum",-6.9074372,107.6525073,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.21.3_1
St. Joseph Junior High School,"Jalan Sulaksana Baru I No.18, Cicaheum",-6.9077997,107.6513233,OPERATIONAL,4.8,82,"school, point_of_interest, establishment",IDN.9.14.21.3_1
Madrasah Tsanawiyah / Sekolah Menengah Pertama Plus Al-Mursyid,"Jalan Sulaksana Baru VI No.7, Cicaheum",-6.9095465,107.6507348,OPERATIONAL,4,8,"school, point_of_interest, establishment",IDN.9.14.21.3_1
Madrasah Ibtidaiyah / Sekolah Dasar Plus Al-Mursyid,"Jalan Sulaksana Baru VI No.7, Cicaheum",-6.9095384,107.6506735,OPERATIONAL,5,4,"primary_school, school, point_of_interest, establishment",IDN.9.14.21.3_1
Madrasah Modern Insan Madani,"Jalan Pesantren No.32, Cigadung",-6.8807778,107.6271021,OPERATIONAL,4.7,15,"school, point_of_interest, establishment",IDN.9.14.13.1_1
RA AL Burhan,"Jalan Cigadung Pesantren No.32, Cigadung",-6.8808792,107.6270645,OPERATIONAL,3.7,9,"school, point_of_interest, establishment",IDN.9.14.13.1_1
Pondok Pesantren Miftahul Khoir,"Jalan Tubagus Ismail VIII No.60, Dago",-6.8802725,107.621591,OPERATIONAL,4.8,120,"school, point_of_interest, establishment",IDN.9.14.13.1_1
TKIT / RA Al-Muslim Bandung,"Jalan Cibeunying Permai III No.17, Cigadung",-6.887662,107.628385,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.13.1_1
Bimba Bintang Junior Cigadung Bandung,"Jalan Cigadung Wetan Gang Pesantren Tengah No.17, RT.RW. 04/RW.05",-6.8807398,107.6277551,OPERATIONAL,5,46,"school, point_of_interest, establishment",IDN.9.14.13.1_1
Pondok Pesantren Abi Jalal,"Jalan Pesantren Timur 2 No. 7, Cigadung",-6.8813882,107.6282904,OPERATIONAL,4.2,5,"school, point_of_interest, establishment",IDN.9.14.13.1_1
SDN 149 CIGADUNG,"Jalan Rancakendal No.99, Cigadung",-6.8786264,107.6254858,OPERATIONAL,4.7,40,"primary_school, school, point_of_interest, establishment",IDN.9.14.13.1_1
Al yahya,"Jalan Pesantren No.160, Cigadung",-6.880394,107.6249902,OPERATIONAL,4.8,5,"school, point_of_interest, establishment",IDN.9.14.13.1_1
Junior High School 8 Bandung,"Jalan Alun-Alun Utara No.211 B, Cigending",-6.913243,107.7017467,OPERATIONAL,4.3,124,"school, point_of_interest, establishment",IDN.9.14.30.1_1
PGRI 10 Bandung Junior High School,"Jalan Sukup Lama No.15, RT.1/RW.1, Cigending",-6.9111371,107.692548,OPERATIONAL,4.3,24,"school, point_of_interest, establishment",IDN.9.14.30.1_1
TK Baiturrahmah 2,"Jalan Ujungberung Indah Ceria No.2, Cigending",-6.9113225,107.6977545,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.30.1_1
PKBM Bina Cipta Ujung Berung,"Andir Kaler RT 06 RW 03, Cigending",-6.9122439,107.6981682,OPERATIONAL,4.5,8,"school, point_of_interest, establishment",IDN.9.14.30.1_1
PAUD Terpadu Bina Insan Mandiri,"Jalan Harumansari, Cigending",-6.9098833,107.7003744,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.30.1_1
Madrasah Al Hikmah,"Jalan Sukup Lama No.219, RT.006/RW.001, Cigending",-6.9102264,107.6953684,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.30.1_1
Sekolah Dasar Bina Talenta,"Jalan Kembar Baru Utara No.4, Cigereleng",-6.939793,107.612251,OPERATIONAL,4.7,18,"primary_school, school, point_of_interest, establishment",IDN.9.14.26.4_1
SMA Negeri 11 Bandung,"Jalan Kembar Baru No.23, Cigereleng",-6.9406621,107.6104429,OPERATIONAL,4.6,291,"school, point_of_interest, establishment",IDN.9.14.26.4_1
Firdaus children Learning Center,"Jalan Kembar Baru Barat No.7, Cigereleng",-6.9407863,107.6098557,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.26.4_1
Neverland Childcare and Learning Center,"Jalan Kembar Baru No.40, Cigereleng",-6.9400163,107.6096179,OPERATIONAL,4.4,7,"school, point_of_interest, establishment",IDN.9.14.26.4_1
Dian Kencana Private Elementary School,Jalan BKR No.167,-6.9379665,107.6087528,OPERATIONAL,4.7,49,"primary_school, school, point_of_interest, establishment",IDN.9.14.26.4_1
SDN 239 CIGONDEWAH,"Jalan Batu Rengat No.RT.01/01, Cigondewah Kaler",-6.9381444,107.5572141,OPERATIONAL,4.8,17,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.3_1
SDN 238 CIGONDEWAH,"Jalan blok jambangan RT.03/RW.10, Cigondewah Kaler",-6.9358405,107.5611606,OPERATIONAL,4.3,6,"school, point_of_interest, establishment",IDN.9.14.7.3_1
SDN 014 Cigondewah,"Jalan Cigondewah Kaler No.15, Cigondewah Kaler",-6.9343057,107.5635026,OPERATIONAL,4.6,24,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.3_1
PAUD Al-Muhabbah,"Jalan Cigondewah Kaler, Cigondewah Kaler",-6.933836,107.5638097,OPERATIONAL,4.9,34,"school, point_of_interest, establishment",IDN.9.14.7.3_1
TKK BPK PENABUR THI,"Jalan Taman Holis Indah II No.20, Cigondewah Kidul",-6.9390319,107.5637792,OPERATIONAL,5,13,"school, point_of_interest, establishment",IDN.9.14.7.3_1
MTs Aisyah,"Jalan Cigondewah Kidul No.4, RT.4/RW.4, Cigondewah Kidul",-6.9401629,107.5664735,OPERATIONAL,4.7,19,"point_of_interest, school, establishment",IDN.9.14.7.4_1
BPK Penabur Christian Junior High School Holis,"Jalan Taman Holis Indah No.Blok A, Cigondewah Kidul",-6.9395202,107.564665,OPERATIONAL,4.6,39,"point_of_interest, school, establishment",IDN.9.14.7.4_1
SDK BPK PENABUR THI BANDUNG,"Jalan Taman Holis Indah No.15, Cigondewah Kidul",-6.9393464,107.5644867,OPERATIONAL,4.3,12,"primary_school, point_of_interest, school, establishment",IDN.9.14.7.4_1
SMA BPK PENABUR HOLIS,"Perumahan Taman Holis Indah, Blok A, Cigondewah Kidul",-6.938792,107.564542,OPERATIONAL,4.3,30,"point_of_interest, school, establishment",IDN.9.14.7.4_1
PKBM CITRA PRIANGAN,"Jalan Cigondewah Rahayu No.25, RT.09/RW.06, Cigondewah Rahayu",-6.9444988,107.5641852,OPERATIONAL,4.1,11,"school, point_of_interest, establishment",IDN.9.14.7.4_1
MIS AISYAH BANDUNG,"Jalan Cigondewah Kidul No.4, RT.4/RW.4, Cigondewah Kidul",-6.9401226,107.5662549,OPERATIONAL,5,8,"primary_school, point_of_interest, school, establishment",IDN.9.14.7.4_1
MI Darussalam,"Jalan Tanjakan Ma'aren, Cigondewah Kidul",-6.9443786,107.5649946,OPERATIONAL,4,4,"primary_school, point_of_interest, school, establishment",IDN.9.14.7.4_1
PPI 344 MI AL-MU'AWANAH,Jalan Cigondewah Rahayu RT.01/RW.06,-6.9475747,107.5643446,OPERATIONAL,4.9,8,"school, point_of_interest, establishment",IDN.9.14.7.5_1
Pondok Pesantren Al Muawanah,"Jalan Cigondewah Rahayu No.15, Cigondewah Rahayu",-6.9463687,107.5649144,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.7.5_1
Pelita Indonesia,"Jalan Cilaki No.53, Cihapit",-6.9045771,107.6252997,OPERATIONAL,4,1,"school, point_of_interest, establishment",IDN.9.14.8.1_1
SDN 037 (SDPN Sabang),"Jalan Sabang No.2, Cihapit",-6.908517,107.620912,OPERATIONAL,4.6,86,"primary_school, school, point_of_interest, establishment",IDN.9.14.8.1_1
Santa Ursula Junior High School,"Yayasan Prasama Bhakti, Jalan Taman Anggrek No.1, Cihapit",-6.9110678,107.6309665,OPERATIONAL,4.8,135,"school, point_of_interest, establishment",IDN.9.14.8.1_1
TK-SD PRIVATE Priangan,"Jalan Baros No.1, Cihapit",-6.9068131,107.6283367,OPERATIONAL,4.9,40,"primary_school, school, point_of_interest, establishment",IDN.9.14.8.1_1
SMP Negeri 14 Bandung,"Jalan Lapangan Supratman No.8, Cihapit",-6.9082064,107.6303895,OPERATIONAL,4.7,182,"school, point_of_interest, establishment",IDN.9.14.8.1_1
Santa Maria 1 Senior High School,"Jalan Bengawan No.6, Cihapit",-6.9114031,107.6314634,OPERATIONAL,4.6,74,"school, point_of_interest, establishment",IDN.9.14.8.1_1
SMP PGII 2 BANDUNG (Sekolah Islam Terbaik di Bandung),"Jalan Pahlawan Belakang No.17, Sukaluyu",-6.9006389,107.6336015,OPERATIONAL,4.9,370,"school, point_of_interest, establishment",IDN.9.14.13.2_1
PUSDAI Jawa Barat,"Jalan Diponegoro No.63, Cihaur Geulis",-6.9001204,107.6259654,OPERATIONAL,4.7,14438,"mosque, tourist_attraction, library, place_of_worship, school, point_of_interest, establishment",IDN.9.14.13.2_1
SMK ICB Cinta Niaga,"Jalan Pahlawan No.19B1, Cihaur Geulis",-6.8993395,107.6339117,OPERATIONAL,4.8,356,"school, point_of_interest, establishment",IDN.9.14.13.2_1
SMK Cipta Skill,"Jalan Terusan Cisokan No.1, Sukaluyu I, Cibeunying Kaler, Jalan Sukaluyu I No.12, Cihaur Geulis",-6.9006652,107.6323304,OPERATIONAL,3.3,145,"school, point_of_interest, establishment",IDN.9.14.13.2_1
TK Merpati Pos,"Jalan Terusan Cisokan No.5, Cihaur Geulis",-6.9026717,107.6325583,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.13.2_1
Telkom School Buah Batu,"Jalan BKR No.11, Cijagra",-6.9378031,107.6216408,OPERATIONAL,4.9,15,"school, point_of_interest, establishment",IDN.9.14.22.2_1
SDN 202 SURYALAYA,"Jalan Surya Indah No.81, Cijagra",-6.9444949,107.6253328,OPERATIONAL,4.4,17,"primary_school, school, point_of_interest, establishment",IDN.9.14.22.2_1
TK Pertiwi,"Jalan Situ Lembang No.12, RT.04/RW.03, Cijagra",-6.9445781,107.6278768,OPERATIONAL,4.3,11,"school, point_of_interest, establishment",IDN.9.14.22.2_1
TK Quran Baladun Amin,"Jalan Situ Lembang No.1, Cijagra",-6.9453997,107.6276918,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.22.2_1
Sekolah Dasar Negeri Cijagra 2,"Jalan Situ Lembang No.1, Cijagra",-6.944382,107.628088,OPERATIONAL,4.4,20,"primary_school, school, point_of_interest, establishment",IDN.9.14.22.2_1
KB TK Al-Muhajirin Suryalaya,"Jalan Suryalaya Baru, Cijagra",-6.9440019,107.6216612,OPERATIONAL,4.4,12,"school, point_of_interest, establishment",IDN.9.14.22.2_1
PGRI 7 Junior High School,"Jalan Kencanawangi Utara No.10, Cijaura",-6.959402,107.652119,OPERATIONAL,4.3,27,"school, point_of_interest, establishment",IDN.9.14.12.1_1
Vocational High School PGRI Bandung,"Jalan Kencanawangi Utara No.22, Cijaura",-6.9590595,107.652199,OPERATIONAL,4.9,121,"school, point_of_interest, establishment",IDN.9.14.12.1_1
SMK Negeri 10 Bandung,"Jalan Cijawura Hilir No.339, Cijaura",-6.9642737,107.6578942,OPERATIONAL,4.6,306,"school, point_of_interest, establishment",IDN.9.14.12.1_1
Tk Taman Indria,"Jalan Kencana Asri, Cijaura",-6.9595622,107.6510928,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.12.1_1
PAUD Mawar 13,"Jalan Margawangi VIII, Cijaura",-6.9604219,107.651977,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.12.1_1
TK Rumahku Surgaku,"Jalan Cijawura Hilir Jalan Ciwastra No.51, Cijaura",-6.9576559,107.6540891,OPERATIONAL,4,3,"school, point_of_interest, establishment",IDN.9.14.12.1_1
TK Permata Ibunda,"Jalan Batu Permata I No.5, Cijaura",-6.9561109,107.6485883,OPERATIONAL,4.7,11,"school, point_of_interest, establishment",IDN.9.14.12.1_1
TK PicuPacu Kreativitas! Indonesia (Margawangi),"Jalan Margawangi Raya No.8, Cijaura",-6.9620844,107.6524478,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.12.1_1
TK Bany Rahmah,"Jalan Cijawura Hilir No.7, Cijaura",-6.9593372,107.6549055,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.12.1_1
Grow 'n Blossom,"Jalan Bunga Bakung V No.6, Cijaura",-6.957171,107.6470201,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.12.1_1
RA Anak Shaleh,"Jalan Margacinta No.2, Cijaura",-6.9557442,107.6542719,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.12.1_1
Pondok Pesantren Al - Istiqomah Wanasari,"Jalan Raya Cijerah No.145 05, Cibuntu",-6.922469,107.568383,OPERATIONAL,4.3,21,"school, point_of_interest, establishment",IDN.9.14.7.6_1
PAUD SPS TUNAS CENDIKIA,"Gang Manunggal IIC RT.07/RW.09, Cijerah",-6.917697,107.5661104,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.7.6_1
TK Santa Regina,"Jalan Cijerah Indah I No.3, Cijerah",-6.920928,107.568521,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.7.6_1
SAYURAN 199 Elementary School,"Kampung Sayuran, Gang Manunggal IIC RT.07/RW.07, Cijerah",-6.9168071,107.5652239,OPERATIONAL,4.6,28,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.6_1
SDM IKM Industri TPT,"Jalan Raya Cijerah, Cijerah",-6.9217942,107.5685098,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.7.6_1
Sekolah Dasar Negeri Cijerah III,"Jalan Raya Cijerah No.116, Cijerah",-6.9213039,107.5694132,OPERATIONAL,3,2,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.6_1
SDI Baitul Hikmah,"Jalan Mekar Indah Pemukiman Mekar Indah No.2B, Cijerah",-6.9212676,107.5650013,OPERATIONAL,4.9,30,"school, point_of_interest, establishment",IDN.9.14.7.6_1
Public High School 10 Bandung,"Jalan Cikutra No.77, Cikutra",-6.902712,107.643974,OPERATIONAL,4.5,237,"school, point_of_interest, establishment",IDN.9.14.14.2_1
SD Santo Yusup,"Jalan Cikutra No.05, Cikutra",-6.9072572,107.6430485,OPERATIONAL,4.5,46,"primary_school, school, point_of_interest, establishment",IDN.9.14.14.2_1
Ra Nabila,"Jalan Sukarajin II No.19, Cikutra",-6.9045751,107.6399147,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.14.2_1
TK FALAASIFAH,"Jalan Sekepanjang 1 No.60, Cikutra",-6.9034804,107.6418714,OPERATIONAL,4.9,38,"school, point_of_interest, establishment",IDN.9.14.14.2_1
SD Negeri Cimincrang,"Jalan Cilameta No.1, Cimenerang",-6.9459902,107.7047746,OPERATIONAL,4.4,12,"primary_school, school, point_of_interest, establishment",IDN.9.14.20.1_1
Al-Ihsan Cimencrang,"Jalan Cimincrang Jalan Cilameta No.13, Cimencrang",-6.9446233,107.7058424,OPERATIONAL,4.7,27,"school, point_of_interest, establishment",IDN.9.14.20.1_1
Paud Al-A'Rof,"Jalan. Rancakamurang, Rt. 2 Rw. 8, Cimenerang",-6.948835,107.706517,OPERATIONAL,1.5,2,"school, point_of_interest, establishment",IDN.9.14.20.1_1
SD Juara Bandung,"Jalan Terusan Panyileukan No.13, Cipadung Kidul",-6.9396935,107.7119522,OPERATIONAL,4.8,43,"primary_school, school, point_of_interest, establishment",IDN.9.14.24.1_1
Al Biruni Cerdas Mulia,"Jalan Terusan Panyileukan No.11, Cipadung Kidul",-6.9404346,107.7112696,OPERATIONAL,4.7,24,"school, point_of_interest, establishment",IDN.9.14.24.1_1
SMP IT AR-RIFQI,"Blok Lembang Buleud, Jalan Terusan Panyileukan Gang Pesantren, Cipadung Kidul",-6.9420494,107.7123794,OPERATIONAL,4.2,5,"school, point_of_interest, establishment",IDN.9.14.24.1_1
RA/BA/TA Al Muhajir,"Jalan Raya Panyileukan No.14 BLOK B5, Cipadung Kidul",-6.9398359,107.7135619,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.24.1_1
TPQ Al-Muhajir,"Jalan. Bumi Panyileukan, B5, No. 14, Cipadung Kidul, Panyileukan, Cipadung Kidul",-6.9398237,107.7137211,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.24.1_1
TK Al Biruni,"Jalan Raya Panyileukan No.8 - 11, Cipadung Kidul",-6.9382123,107.7123882,OPERATIONAL,4.9,7,"school, point_of_interest, establishment",IDN.9.14.24.1_1
SD Science Al-Biruni,"Komplek Bumi Panyileukan Jalan Raya Panyileukan No.11, Cipadung Kidul",-6.9380049,107.7131303,OPERATIONAL,4.8,65,"primary_school, school, point_of_interest, establishment",IDN.9.14.24.1_1
SMP Juara Bandung,"Komp. Taman Cipadung Indah, Cipadung Kidul",-6.9384026,107.7105916,OPERATIONAL,4.6,94,"school, point_of_interest, establishment",IDN.9.14.24.1_1
TK Dwi Lestari,"Komplek Bumi Panyileukan No.C2/9, Cipadung Kidul",-6.9398656,107.715616,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.24.1_1
Kober dan RA Al Ikhlash,"Jalan Padepokan IV, Cipadung Kulon",-6.9206389,107.7032004,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.24.2_1
TKQ dan DTA Al Ikhlash,"Jalan Padepokan IV, Cipadung Kulon",-6.9206975,107.7031031,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.24.2_1
SDN 105 Sukarela,"Jalan. Pasanggrahan IX, Cipadung Kulon",-6.9244176,107.7047554,OPERATIONAL,5,4,"primary_school, point_of_interest, school, establishment",IDN.9.14.24.2_1
MI Nurul Huda,"Jalan Sindangsari No.137, Cipadung Kulon",-6.9204565,107.7022174,OPERATIONAL,5,1,"point_of_interest, school, establishment",IDN.9.14.24.2_1
Pondok Pesantren Assalam,"Jalan Padepokan Raya No.10, Cipadung Kulon",-6.9194194,107.7030746,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.24.2_1
SD Negeri Sukarela 2,"Jalan Mekar Mulya No.40, Cipadung Kulon",-6.924542,107.7049045,OPERATIONAL,4.8,6,"primary_school, point_of_interest, school, establishment",IDN.9.14.24.2_1
SLB BC Bina Mandiri,"Jalan Sukamaju Jalan Raya Ujung Berung No.18, Cipadung Kulon",-6.9189175,107.7067336,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.24.2_1
Sekolah Rumah Anak Cemara,"Jalan Sindangsari No.83, Cipadung Kulon",-6.9212774,107.7008456,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.24.2_1
SDN 258 Sukarela Kota Bandung,"Jalan Panyawangan VI No.7, Cipadung Kulon",-6.9230317,107.7007561,OPERATIONAL,4.8,30,"primary_school, point_of_interest, school, establishment",IDN.9.14.24.2_1
SMP/SMA Guna Dharma,"Jalan.A.H. Nasution, KM 11,70, Jalan Raya Ujung Berung No.208, Cipadung Kulon",-6.918155,107.706639,OPERATIONAL,4.1,17,"point_of_interest, school, establishment",IDN.9.14.24.2_1
Pondok Pesantren As-Salafi Ar-Raaid (SMP SMA Unggulan Putri Ar Raaid Berbasis Salafi),"Bumi Patra Asri, Komplek Jalan Pertamina blok L32, Cipadung Wetan",-6.9333851,107.7143499,OPERATIONAL,5,17,"school, point_of_interest, establishment",IDN.9.14.24.3_1
PAUD Terpadu Rumah Lebah,"Jalan Embah Jaksa No.237, Cipadung",-6.9244869,107.7166176,OPERATIONAL,4.8,6,"school, point_of_interest, establishment",IDN.9.14.15.1_1
Madrasah Aliyah Negeri 2 Kota Bandung,"Jalan Raya Cipadung No.57, Cipadung",-6.927435,107.7166694,OPERATIONAL,4.5,184,"school, point_of_interest, establishment",IDN.9.14.15.1_1
Senior High School 26 Bandung,"Jalan Sukaluyu No.26, Cipadung",-6.9174432,107.7250054,OPERATIONAL,4.5,130,"school, point_of_interest, establishment",IDN.9.14.15.1_1
KB Brilian Ceria,"Jalan. Reformasi Cigagak No.6B, RT.003/RW.013, Cipadung",-6.924544,107.7199296,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.15.1_1
Sekolah Dasar Negeri 169 Pelita,"Jalan Desa Cipadung No.121, Cipadung",-6.9227738,107.7198629,OPERATIONAL,4.6,35,"primary_school, school, point_of_interest, establishment",IDN.9.14.15.1_1
Smas Bpn,"Jalan Desa Cipadung No.213, Cipadung",-6.9263347,107.7176104,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.15.1_1
SMA Pasundan 2 bandung,"Jalan Cihampelas No.167, Cipaganti",-6.890915,107.6039688,OPERATIONAL,4.6,84,"school, point_of_interest, establishment",IDN.9.14.19.1_1
Junior High School Pasundan 3,"Jalan Bapa Husen Blok No.4, Cipaganti",-6.8911531,107.6034823,OPERATIONAL,4.8,58,"school, point_of_interest, establishment",IDN.9.14.19.1_1
SMA Pasundan 8,"Jalan Cihampelas No.167, Cipaganti",-6.8911979,107.6041164,OPERATIONAL,4.1,58,"school, point_of_interest, establishment",IDN.9.14.19.1_1
Kuntum,"Jalan Cipaganti No.144, Cipaganti",-6.887524,107.602423,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.19.1_1
SMA Negeri 2 Bandung,"Jalan Cihampelas No.173, Cipaganti",-6.8891593,107.6033944,OPERATIONAL,4.7,365,"school, point_of_interest, establishment",IDN.9.14.19.1_1
SDK & TKK BPK Penabur,"Jalan Cihampelas No.169, Cipaganti",-6.8904525,107.6040244,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.19.1_1
Teras Yatim Indonesia,"Jalan Riung Hegar Raya No.10, Cipamokolan",-6.9426243,107.6787016,OPERATIONAL,4.9,9,"school, point_of_interest, establishment",IDN.9.14.25.1_1
SLB Nike Ardilla,"Jalan Cipamokolan Kolot No.19B, Cipamokolan",-6.941793,107.6756792,OPERATIONAL,4.9,36,"school, point_of_interest, establishment",IDN.9.14.25.1_1
Sekolah AKSI,"Kompleks Riung Bandung, Jalan Saluyu B V No.19, Cipamokolan",-6.9504013,107.6820822,OPERATIONAL,5,162,"school, point_of_interest, establishment",IDN.9.14.25.1_1
SDN 263 Rancaloa,"SDN Rancaloa, Jalan Cipamokolan No.62, Cipamokolan",-6.9466628,107.6763532,OPERATIONAL,4.8,19,"primary_school, school, point_of_interest, establishment",IDN.9.14.25.1_1
ESA Kareem Primary School,"Jalan Bina Asih Timur I, Cipamokolan",-6.9458825,107.675924,OPERATIONAL,4.9,27,"primary_school, school, point_of_interest, establishment",IDN.9.14.25.1_1
SMPIT AL FITRAH,"Jalan Cipamokolan No.59, RT.12/RW.05",-6.9479843,107.6760367,OPERATIONAL,4.4,29,"school, point_of_interest, establishment",IDN.9.14.25.1_1
Ashfiya Islamic Preschool & Kindergarten,"Jalan Batu Karang No.2, Cipamokolan",-6.948586,107.675938,OPERATIONAL,3,2,"school, point_of_interest, establishment",IDN.9.14.25.1_1
