name,address,lat,lng,business_status,rating,user_ratings_total,types,ID_Kelurahan
Taman Kanan-kanak Qur'an (TKQ) As Sakinah,"Jalan Maleer Indah II No.7, Maleer",-6.9268478,107.6382962,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.9.7_1
Sekolah Dasar Negeri Kebon Gedang 10,"Jalan Kebon Gedang No.82, Maleer",-6.92796,107.6414077,OPERATIONAL,5,1,"primary_school, school, point_of_interest, establishment",IDN.9.14.9.7_1
SMP Negri 62 Bandung,"Jalan Kebon Gedang No.82, Maleer",-6.9279775,107.6414868,OPERATIONAL,4.2,5,"school, point_of_interest, establishment",IDN.9.14.9.7_1
Tk Yayasan Beribu,"Jalan Kebon Gedang No.59, Maleer",-6.9272422,107.6418566,OPERATIONAL,4,1,"school, point_of_interest, establishment",IDN.9.14.9.7_1
TK Grantika Bondang,"Jalan Kebon Gedang No.59, Kebon Gedang",-6.9272422,107.6418566,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.9.7_1
SDN 063 Kebon Gedang,"Jalan Kebon Gedang No.82, Maleer",-6.9280131,107.6415224,OPERATIONAL,4.4,50,"primary_school, school, point_of_interest, establishment",IDN.9.14.9.7_1
KB TK Albiruni Cerdas Mulia,"Jalan Venus Barat IX No.8, Manjahlega",-6.9407503,107.6648653,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.25.3_1
PG-TK-SD Binar Indonesia,"Belakang Pondok Ranbo, Jalan Rancabolang No.241, Manjahlega",-6.9522316,107.6617879,OPERATIONAL,4.3,63,"school, point_of_interest, establishment",IDN.9.14.25.3_1
TK TAHFIDZ SAHAL (TKTQ SAHAL),"Jalan Merkuri Selatan VII Komplek Margahayu Raya No.1, Manjahlega",-6.9479211,107.668208,OPERATIONAL,5,8,"school, point_of_interest, establishment",IDN.9.14.25.3_1
TK Dewi Kania,"Jalan Mars Selatan No.35, Manjahlega",-6.9474679,107.6649908,OPERATIONAL,4,4,"school, point_of_interest, establishment",IDN.9.14.25.3_1
POS PAUD MEKAR JAYA RW 12,"Jalan Manjahlega No.9, Manjahlega",-6.9495088,107.6672331,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.25.3_1
TK Amaliah,"Jalan Saturnus Utara No.8, Manjahlega",-6.9496301,107.6660143,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.25.3_1
Cerdas Ceria Bilingual School 1,"Jalan Merkuri Utara V No.6, Manjahlega",-6.9439009,107.6677429,OPERATIONAL,4.3,6,"school, point_of_interest, establishment",IDN.9.14.25.3_1
TK INSAN KAMIL,"Jalan Mars Tengah II No.7, Manjahlega",-6.9450709,107.6639268,OPERATIONAL,5,23,"school, point_of_interest, establishment",IDN.9.14.25.3_1
PAUD JASMIN,"Cibolerang Blok. K 63A Kel, Margahayu Utara",-6.9462758,107.5750135,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.5.4_1
TK Jauharul Insiyyah,"Komplek Cibolerang F-60, Jalan Satria Raya, Margahayu Utara",-6.9480015,107.5733679,OPERATIONAL,4.8,10,"school, point_of_interest, establishment",IDN.9.14.5.4_1
Pondok Pesantren Khozaanaturrohmah,"Jalan Cibolerang No.108D, RT.02/RW.06, Margahayu Utara",-6.9511594,107.5774417,OPERATIONAL,4.7,22,"school, point_of_interest, establishment",IDN.9.14.5.4_1
YAYASAN AL-I'TISHOOM PUSAT,"Jalan Cibolerang No.108A, Margasuka",-6.9514483,107.577373,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.5.4_1
SDN 236 Babakan Ciparay,"Gang Lumbung 3 No.50, Babakan Ciparay",-6.9458688,107.5789664,OPERATIONAL,4.6,10,"school, point_of_interest, establishment",IDN.9.14.5.4_1
Zaen Al Fatih (Ma'had),"Pasadena Residence, Akasia No.B6 36, Margahayu Utara",-6.9482522,107.5799064,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.5.4_1
PAUD AL-WASI'AH,"Gang Lumbung 2 No.RT.03/03, Margahayu Utara",-6.9472916,107.5802052,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.5.4_1
Rumah Bermain Inklusif Al-Farabi,"Jalan Rancabolang no. B10 Taman Persada Asri I, Margasari",-6.9546855,107.6609084,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.12.3_1
Al Hikmah Preschool,"Jalan Marga Makmur No.34, Margasari",-6.9564609,107.6627234,OPERATIONAL,4.9,10,"school, point_of_interest, establishment",IDN.9.14.12.3_1
Madrasah Baitussalam,"Komplek Baitussalam, Margasari",-6.9559881,107.6564521,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.12.3_1
Sekolah Anak Shaleh,"Jalan Rancabolang No.1, Margasari",-6.9553138,107.6597955,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.12.3_1
Yayasan Bait Ulul Albab Buah Batu,"Jalan Ciwastra, Margasari",-6.956711,107.659118,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.12.3_1
MTs Cijawura Kota Bandung,"Jalan Rancabolang No.221A, Margasari",-6.9572937,107.6598954,OPERATIONAL,5,15,"school, point_of_interest, establishment",IDN.9.14.12.3_1
KOBER GIP,"Jalan Margaluyu RT.10/RW.09, Margasari",-6.95258,107.6536737,OPERATIONAL,5,21,"school, point_of_interest, establishment",IDN.9.14.12.3_1
223 Margahayu Utara Elementary School,"Jalan Cibolerang No.185, Margasuka",-6.9508162,107.5729916,OPERATIONAL,4.4,24,"primary_school, school, point_of_interest, establishment",IDN.9.14.5.5_1
SD Negeri Cirangrang 1,"Jalan Raya Kopo No.7, Margasuka",-6.9548089,107.5827389,OPERATIONAL,4.3,33,"primary_school, school, point_of_interest, establishment",IDN.9.14.5.5_1
Madrasah NUUR AL AFIFIYAH,"Gang Melati 1 No.58, Margasuka",-6.9568688,107.5797035,OPERATIONAL,5,9,"school, point_of_interest, establishment",IDN.9.14.5.5_1
TK Beyna Ceria,"Komplek panghegar permai, Jalan Pamekar Timur III No.12, Mekar Mulya",-6.9286822,107.7002146,OPERATIONAL,4.2,6,"school, point_of_interest, establishment",IDN.9.14.24.4_1
PKBM Global Tahfidz,"Jalan Pamekar Raya No.97, Mekar Mulya",-6.9310515,107.6986859,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.24.4_1
Bina Muda Islami Bandung,"Jalan Tulip Mekar III No.2, Mekar Mulya",-6.930059,107.6984631,OPERATIONAL,2,2,"school, point_of_interest, establishment",IDN.9.14.24.4_1
Public Primary School 271 Panghegar,"Jalan Pamekar Barat V, Mekar Mulya",-6.9298327,107.6979112,OPERATIONAL,5,12,"primary_school, school, point_of_interest, establishment",IDN.9.14.24.4_1
TK Valda,"Jalan Pamekar Timur 2, No. 35, Panghegar Permai, Ujung Berung, Mekar Mulya",-6.9288442,107.7010108,OPERATIONAL,4.5,4,"school, point_of_interest, establishment",IDN.9.14.24.4_1
Pondok pesantren Rumah Al-Qur'an,"Jalan Teratai Mekar No.1, Mekar Mulya",-6.9272877,107.6992259,OPERATIONAL,3.8,6,"school, point_of_interest, establishment",IDN.9.14.24.4_1
Paud Esa Ceria,"Jalan Mekar Indah No.5, Mekar Mulya",-6.9263999,107.7007947,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.24.4_1
SMP Bintang Mulia,"Jalan RD Rangga Kencana No.1, Mekarwangi",-6.954396,107.6018257,OPERATIONAL,4.3,67,"school, point_of_interest, establishment",IDN.9.14.11.5_1
BPK Penabur Christian School • Singgasana - Bandung,"Permukiman Singgasana Pradana, Jalan Indra Prahasta Timur No.2, Mekarwangi",-6.9537463,107.5990821,OPERATIONAL,4.5,52,"school, point_of_interest, establishment",IDN.9.14.11.5_1
Starbright Family Learning Centre,"Jalan Mekar Agung No.11, Mekarwangi",-6.9550549,107.6038276,OPERATIONAL,4.7,19,"school, point_of_interest, establishment",IDN.9.14.11.5_1
SMA HARAPAN KASIH - Bandung,"Jalan RD Rangga Kencana No.2A, Mekarwangi",-6.9527875,107.6034031,OPERATIONAL,4.1,35,"school, point_of_interest, establishment",IDN.9.14.11.5_1
TK Harapan Kasih,"Jalan RD Rangga Kencana No.2A, Mekarwangi",-6.9525845,107.6034138,OPERATIONAL,4.3,259,"school, point_of_interest, establishment",IDN.9.14.11.5_1
SD Bintang Mulia,"Jalan RD Rangga Kencana No.1, Mekarwangi",-6.9535593,107.6020932,OPERATIONAL,3.9,7,"primary_school, school, point_of_interest, establishment",IDN.9.14.11.5_1
MIS AL-Gozali Bandung,"Jalan Mekar Sejahtera No.40A, Mekarwangi",-6.9512449,107.6049682,OPERATIONAL,2.6,5,"school, point_of_interest, establishment",IDN.9.14.11.5_1
SD Budi Sastra,"Gang Warna Cinta No.98, RT. 001/003, Mekarwangi",-6.9542707,107.6002852,OPERATIONAL,4.6,25,"primary_school, school, point_of_interest, establishment",IDN.9.14.11.5_1
SD Tunas Insan Mulia,"Jalan Baturaden III No.4, Mekarjaya",-6.9629691,107.6678817,OPERATIONAL,4.5,13,"primary_school, point_of_interest, school, establishment",IDN.9.14.25.4_1
Senior High School 25 Bandung,Jalan Baturaden VIII No.21,-6.9661695,107.6654954,OPERATIONAL,4.4,144,"secondary_school, point_of_interest, school, establishment",IDN.9.14.25.4_1
Paud Plus Sakinah,"Jalan Baturaden IV No.11, Mekarjaya",-6.9635711,107.6681688,OPERATIONAL,5,1,"point_of_interest, school, establishment",IDN.9.14.25.4_1
RA/BA/TA Bina ilmu Anak Soleh,"Jalan Baturaden Raya No.27, Mekarjaya",-6.9633605,107.6669005,OPERATIONAL,4.6,9,"point_of_interest, school, establishment",IDN.9.14.25.4_1
SLB - BC Ar Rahman,"Jalan. Terusan GBI, No. 126, RT. 04 RW. 05, Bodogol, Mekarjaya, Buahbatu, Mekarjaya",-6.9647056,107.6725803,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.25.4_1
IMA Batununggal,"Jalan Batununggal Mulia Raya No.61, Mengger",-6.9625462,107.6329314,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.6.3_1
SPS Pos PAUD Nusa Indah I,"Jalan Mengger Tengah No.58, Mengger",-6.961418,107.6230581,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.6.3_1
St Aloysius Elementary School,"Jalan Batununggal Indah II No.30, Mengger",-6.9571207,107.6234848,OPERATIONAL,4.1,31,"primary_school, school, point_of_interest, establishment",IDN.9.14.6.3_1
SDN 266 MENGGER,Jalan Terusan Sukaati No. 21,-6.9595898,107.621999,OPERATIONAL,5,1,"primary_school, school, point_of_interest, establishment",IDN.9.14.6.3_1
SMP Santo Aloysius Batununggal,"Jalan Batununggal Indah No. 30, Mengger",-6.9563304,107.6230598,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.6.3_1
Kartika High School XIX-3,"Jalan Aceh No.108 (Blk), Merdeka",-6.9108291,107.6251157,OPERATIONAL,4.7,31,"point_of_interest, school, establishment",IDN.9.14.29.4_1
SMAN 5 Bandung,"Jalan Belitung No.8, Merdeka",-6.9121727,107.6153998,OPERATIONAL,4.7,431,"secondary_school, point_of_interest, school, establishment",IDN.9.14.29.4_1
Bandung Junior High School 5,"Jalan Sumatera No.40, Merdeka",-6.9148057,107.61427,OPERATIONAL,4.5,161,"point_of_interest, school, establishment",IDN.9.14.29.4_1
State Junior High School 2 Bandung,"Jalan Sumatera No.42, Merdeka",-6.9138923,107.6138493,OPERATIONAL,4.6,233,"point_of_interest, school, establishment",IDN.9.14.29.4_1
PKBM SILIWANGI 2 BANDUNG,"Jalan Patrakomala No.63, Merdeka",-6.9121901,107.6214795,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.29.4_1
Sekolah Dasar Negeri Patrakomala,"Jalan Patrakomala No.63, Merdeka",-6.911943,107.621582,OPERATIONAL,4.4,28,"primary_school, point_of_interest, school, establishment",IDN.9.14.29.4_1
SD Kartika Siliwangi I,"Jalan Bangka No.3, Merdeka",-6.9128752,107.6187233,OPERATIONAL,4.8,12,"primary_school, point_of_interest, school, establishment",IDN.9.14.29.4_1
Islamic Integrated Middle School of Al - Irsyad Al - Islamiyyah,"Jalan Cikutra No.205A, Neglasari",-6.8937744,107.6393808,OPERATIONAL,4.7,100,"primary_school, point_of_interest, school, establishment",IDN.9.14.13.3_1
State Junior High School 16 Bandung,"Jalan Khp Hasan Mustopa No.53, Neglasari",-6.8995738,107.6423129,OPERATIONAL,4.5,123,"point_of_interest, school, establishment",IDN.9.14.13.3_1
SMAIT AL IRSYAD AL ISLAMIYAH KOTA BANDUNG,"Jalan Cikutra No.205, Neglasari",-6.8938596,107.6395525,OPERATIONAL,5,2,"point_of_interest, school, establishment",IDN.9.14.13.3_1
PG TK Pribadi Bandung,"Jalan Cikutra Baru No.4, Neglasari",-6.8957146,107.6382118,OPERATIONAL,5,3,"point_of_interest, school, establishment",IDN.9.14.13.3_1
RA MIFTAHUL JANNAH,"Jalan Cikutra No.44, Neglasari",-6.8926394,107.6392349,OPERATIONAL,5,1,"point_of_interest, school, establishment",IDN.9.14.13.3_1
SDN 025 Cikutra,"Jalan Cikutra No.326, Neglasari",-6.8934173,107.6372059,OPERATIONAL,4.7,19,"primary_school, point_of_interest, school, establishment",IDN.9.14.13.3_1
Elementary School Cikutra 2,"Jalan Cikutra No.326, Neglasari",-6.893451,107.6369907,OPERATIONAL,4.6,30,"primary_school, point_of_interest, school, establishment",IDN.9.14.13.3_1
CLC CIKUTRA BANDUNG,"Jalan Cikutra Baru X No.8, Neglasari",-6.8969293,107.6382269,OPERATIONAL,4.8,11,"university, point_of_interest, school, establishment",IDN.9.14.13.3_1
TKQ AT-TAQWA Nyengseret,"Jalan Lio Genteng, Panjunan",-6.9318729,107.6014619,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.4.4_1
SD Negeri Jalan Anyar,"Jalan A. Yani No.869, RW.04, Padasuka",-6.9027475,107.6527789,OPERATIONAL,4.4,20,"primary_school, point_of_interest, school, establishment",IDN.9.14.14.3_1
Cimuncang Public Elementary School 043,"Jalan Bbk. H. Tamim No.33, Padasuka",-6.9040189,107.6478142,OPERATIONAL,4.2,48,"primary_school, point_of_interest, school, establishment",IDN.9.14.14.3_1
Sekolah Dasar Negeri Cimuncang 5,"Jalan Babakan H. Tamim No.33, Padasuka",-6.9032623,107.6478676,OPERATIONAL,3.8,6,"primary_school, point_of_interest, school, establishment",IDN.9.14.14.3_1
TK ANDIKA,"Jalan Neglasari Selatan No.37, Padasuka",-6.9032634,107.6472301,OPERATIONAL,5,1,"primary_school, point_of_interest, school, establishment",IDN.9.14.14.3_1
SMPN 61 KOTA BANDUNG,"Jalan Sukasirna, Padasuka",-6.9030217,107.6479992,OPERATIONAL,4.2,12,"point_of_interest, school, establishment",IDN.9.14.14.3_1
TK Aisyiyah 14,"Jalan Bbk. H. Tamim, Padasuka",-6.9058366,107.6474055,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.14.3_1
TKQ-TPQ AR-RAHMAH,"Jalan Cikutra Sekepondok 3 No.37, RT.05/RW.11",-6.9033985,107.6452129,OPERATIONAL,5,42,"point_of_interest, school, establishment",IDN.9.14.14.3_1
SLB-C KARYA BHAKTI,"Jalan Sepondok III, Padasuka",-6.9039576,107.6451389,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.14.3_1
Sekolah Kristen Trimulia,"Jalan Dr. Djundjunan No.105, Pajajaran",-6.8977622,107.5888977,OPERATIONAL,3.1,145,"school, point_of_interest, establishment",IDN.9.14.16.3_1
SMPK Trimulia,"Jalan Doktor Djunjunan Dalam No.105, Pajajaran",-6.8978652,107.5887942,OPERATIONAL,4.4,9,"school, point_of_interest, establishment",IDN.9.14.16.3_1
SD Angkasa 1 Lanud Husein Sastranegara Bandung,"Jalan Pajajaran No.150, Pajajaran",-6.9057654,107.5861993,OPERATIONAL,4.7,36,"primary_school, school, point_of_interest, establishment",IDN.9.14.16.3_1
Senior High School 9 Bandung,"Jalan Suparmin No.1A, Pajajaran",-6.9011182,107.5858151,OPERATIONAL,4.6,196,"school, point_of_interest, establishment",IDN.9.14.16.3_1
Sekolah Dasar Negeri 187 Lanuma Husein,"Jalan Suparmin No.1, Pajajaran",-6.899095,107.586397,OPERATIONAL,4.8,15,"primary_school, school, point_of_interest, establishment",IDN.9.14.16.3_1
SDN 172 ANDIR Andir Kidul,"Jalan AH. Nasution No.38A, Pakemitan",-6.9138932,107.6955165,OPERATIONAL,4.5,77,"primary_school, school, point_of_interest, establishment",IDN.9.14.18.3_1
TK Amalina,"Jalan Rumah Sakit No.10, Pakemitan",-6.9148913,107.699223,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.18.3_1
SMP Ibrahim Ulul Azmi,"Jalan Cinambo No.3, Cisaranten Wetan",-6.9246688,107.691673,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.18.3_1
POS PAUD TERATAI,"Komp. Vijayakusuma A16 No.6, RT.04/RW.10, Palasari",-6.917377,107.7199174,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.15.3_1
SDIT Insan Cermat,"Jalan Cigagak Cipadung Jalan Palasari, Palasari",-6.9097231,107.7284231,OPERATIONAL,4.5,25,"primary_school, school, point_of_interest, establishment",IDN.9.14.15.3_1
Pondok Pesantren SABIILUL HUDA,"Jalan Cilengkrang II No.RT.05, RT.05/RW.05, Kp. Gandol, Palasari",-6.915344,107.7206138,OPERATIONAL,5,6,"school, point_of_interest, establishment",IDN.9.14.15.3_1
Senior High School 7 Bandung,"Jalan Lengkong Kecil No.53, Paledang",-6.9233532,107.614946,OPERATIONAL,4.7,173,"secondary_school, school, point_of_interest, establishment",IDN.9.14.22.6_1
SMKN 12 Kota Bandung,"Jalan Pajajaran No.92, Pamoyanan",-6.9062864,107.5924229,OPERATIONAL,4.5,355,"secondary_school, school, point_of_interest, establishment",IDN.9.14.16.4_1
Sekolah Kristen BPK PENABUR Bandung - SMAK 2 PENABUR - Dursasana,"Jalan Dursasana No.8, Pamoyanan",-6.9037413,107.5965541,OPERATIONAL,4.7,44,"secondary_school, school, point_of_interest, establishment",IDN.9.14.16.4_1
SMP KRISTEN 1 BPK PENABUR,"Jalan HOS. Cokroaminoto No.157, Pamoyanan",-6.9034267,107.5972793,OPERATIONAL,4.6,48,"school, point_of_interest, establishment",IDN.9.14.16.4_1
Sekolah Kristen BPK PENABUR Bandung - SMAK 1 PENABUR Bandung,"Jalan Dursasana No.2-6, Pamoyanan",-6.9037881,107.5968587,OPERATIONAL,4.5,124,"secondary_school, school, point_of_interest, establishment",IDN.9.14.16.4_1
KB HANDAYANI '79,"Jalan Pamoyanan No.8/65, Pamoyanan",-6.9037564,107.5942554,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.16.4_1
SD Negeri Pabaki 3,"Jalan Pabaki No.33, Panjunan",-6.9274651,107.595961,OPERATIONAL,4.4,25,"primary_school, school, point_of_interest, establishment",IDN.9.14.4.5_1
High School Daarul Qur'an Bandung,"Jalan Nagrog No.85, RT.3/RW.12, Pasanggrahan",-6.9026901,107.715878,OPERATIONAL,4.5,69,"secondary_school, school, point_of_interest, establishment",IDN.9.14.30.2_1
Elementary School Mekargalih,"Jalan Sekemala No.73, Pasanggrahan",-6.9080673,107.7148422,OPERATIONAL,4.4,8,"primary_school, school, point_of_interest, establishment",IDN.9.14.30.2_1
Mihrab Quran Alfatih,"Jalan. Puri Asih Jalan Cilengkrang 1 No.3/5, Pasanggrahan",-6.9138784,107.7143185,OPERATIONAL,5,34,"school, point_of_interest, establishment",IDN.9.14.30.2_1
TKQ NUUR RAZAAQ,"Jalan Paledang RT.01/RW.15, Pasanggrahan",-6.9100194,107.7104729,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.30.2_1
TK / Kuber-Deviana,"Jalan Telok-Dengklok, No. A-16 RT 01 RW 12, Pesanggrahan, Ujung Berung, Pasanggrahan",-6.9072417,107.7128417,OPERATIONAL,4.5,2,"school, point_of_interest, establishment",IDN.9.14.30.2_1
TK PUSPA ENDAH,"Jalan.Nagrog Kp, RT01/RW12, Jalan Nagrog Telok Dengklok No.A16",-6.9071257,107.7129382,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.30.2_1
SMP Gema Pancasila,"Jalan. Sekemala RT.02/11, Pasanggrahan",-6.9072089,107.7158207,OPERATIONAL,4.8,5,"school, point_of_interest, establishment",IDN.9.14.30.2_1
Sanggar Senam Cantik,"Jalan Kav. Paledang I No.3, Pasanggrahan",-6.906577,107.7126379,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.30.2_1
MTs Ar-Rosyidiyah,"Jalan Cikuda No.001, RT.01/RW.11, Pasir Biru",-6.9210415,107.723628,OPERATIONAL,4.1,41,"school, point_of_interest, establishment",IDN.9.14.15.4_1
Pesantren Yatim Dhuafa Al - Kasyaf,"Jalan Cibiru Tonggoh, Pasir Biru",-6.9202644,107.7266544,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.15.4_1
SDN 102 Cikudayasa,"Jalan Cikuda No.49, Pasir Biru",-6.9199728,107.7252933,OPERATIONAL,4.5,21,"primary_school, school, point_of_interest, establishment",IDN.9.14.15.4_1
TK AL-MUSTAFAD,"Komplek Shafira Residence PB 03, RT.3/RW.8, Pasir Biru",-6.9217529,107.7259707,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.15.4_1
RA. Ar-Rosyidyah,"Jalan Cikuda No.108, Pasir Biru",-6.9196744,107.7247694,OPERATIONAL,2.6,9,"school, point_of_interest, establishment",IDN.9.14.15.4_1
Senior High School 24 Bandung,"Jalan AH. Nasution No.27, Pasir Endah",-6.908395,107.6885919,OPERATIONAL,4.7,246,"secondary_school, school, point_of_interest, establishment",IDN.9.14.30.3_1
TK Mutiara,"Jalan Simpay Asih, Pasir Endah",-6.9046959,107.6905736,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.30.3_1
LPK Sakura Mandiri Indonesia,"Jalan Kosar Kel No.47, Pasir Endah",-6.9025248,107.6912669,OPERATIONAL,4.6,14,"university, school, point_of_interest, establishment",IDN.9.14.30.3_1
Gemilang Islamic School,"Jalan Cijambe Belakang No.39, Pasir Endah",-6.9065255,107.6908028,OPERATIONAL,5,101,"school, point_of_interest, establishment",IDN.9.14.30.3_1
SMA Karya Pembangunan 2 Kota Bandung,"Jalan AH. Nasution No.25A, Pasir Endah",-6.9074035,107.6884057,OPERATIONAL,4.3,27,"secondary_school, school, point_of_interest, establishment",IDN.9.14.30.3_1
PKBM Aldyka Putra,"Jalan Taruna Raya No.6B, RT.01/RW.02",-6.9056163,107.6867014,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.30.3_1
SEKOBER ISLAMIC MONTESSORI SCHOOL,"Jalan Pasir Impun, Karang Pamulang",-6.8988358,107.6778707,OPERATIONAL,5,7,"point_of_interest, school, establishment",IDN.9.14.23.3_1
Sekolah Menengah Pertama Negeri 53 Bandung,"Jalan Arcamanik No.11, Pasir Impun",-6.8992693,107.6809289,OPERATIONAL,4.6,45,"point_of_interest, school, establishment",IDN.9.14.23.3_1
TK Al-IKHLAS,"Jalan Pasir Impun, Pasir Impun",-6.8966455,107.6765686,OPERATIONAL,5,4,"primary_school, point_of_interest, school, establishment",IDN.9.14.23.3_1
Tunas Unggul Elementary School,"Jalan Pasir Impun No.94, Pasir Impun",-6.8944724,107.6788532,OPERATIONAL,4.5,82,"primary_school, point_of_interest, school, establishment",IDN.9.14.23.3_1
Tunas Unggul JHS,"Jalan Pasir Impun No.94, Pasir Impun",-6.8942126,107.6784397,OPERATIONAL,4.5,31,"point_of_interest, school, establishment",IDN.9.14.23.3_1
Playgroup Tunas Unggul,"Jalan Pasir Impun No.94, Pasir Impun",-6.8943104,107.6777905,OPERATIONAL,4.9,7,"point_of_interest, school, establishment",IDN.9.14.23.3_1
SMP-SMA Islam (MTs-MA) YASIPA Kota Bandung,"Jalan Sekeburuy, Pasirwangi ",-6.8986138,107.7074169,OPERATIONAL,4.5,41,"school, point_of_interest, establishment",IDN.9.14.30.4_1
Pondok Pesantren Bani Syaibah,"Jalan Palintang No.26, Pasirwangi",-6.9000694,107.7077756,OPERATIONAL,4.7,16,"school, point_of_interest, establishment",IDN.9.14.30.4_1
TK Ekaliana,"Jalan Budiman Utama, Pasirwangi",-6.9023125,107.7060625,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.30.4_1
KB Lukmanul Hakim,"Komplek Griya Winaya B.11 No. 23, RT.04/RW.012, Pasirwangi",-6.90268,107.7079062,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.30.4_1
TK IT AL ISTIQOMAH,"Jalan Melati Raya No.E22/17, Melatiwangi",-6.8981833,107.7024983,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.30.4_1
POS PAUD Nur Fallah,"Gang Babakan Batawi 4, Pasirwangi",-6.8955131,107.7055644,OPERATIONAL,5,6,"school, point_of_interest, establishment",IDN.9.14.30.4_1
Ahe Prisma Ujungberung (Rumah Belajar Gapai Ilmu),"Jalan Cinangka No.59, RT.02/RW.05, Pasirwangi",-6.9031108,107.7047934,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.30.4_1
SMP Plus Baiturrahman,"Jalan Prof KHM Sjadzli Hasan, Jalan Pasir Jati Timur No.44, Pasirwangi",-6.9084615,107.7059816,OPERATIONAL,2.6,102,"school, point_of_interest, establishment",IDN.9.14.30.5_1
SD Islam Al-Junar,"Komp. Griya Winaya Jalan. Winaya Agung XII Blok. B 17 RT.04/RW.10,Terusan, Jalan Babakan Teureup, Pasirjati",-6.9032327,107.7091591,OPERATIONAL,5,10,"primary_school, school, point_of_interest, establishment",IDN.9.14.30.5_1
TK Alamanda Komp. Griya Winaya,"Jalan Winaya Raya, Pasirjati",-6.9018159,107.7083405,OPERATIONAL,4.8,4,"school, point_of_interest, establishment",IDN.9.14.30.5_1
Sekolah Luar Biasa (SLB) Negeri a Bandung,"Jalan Pajajaran No.50, Pasir Kaliki",-6.9061927,107.6010894,OPERATIONAL,4.9,167,"school, point_of_interest, establishment",IDN.9.14.16.5_1
TKK BPK Penabur Paskal,"Jalan Pasir Kaliki, Pasir Kaliki",-6.9022893,107.5977388,OPERATIONAL,3.8,5,"school, point_of_interest, establishment",IDN.9.14.16.5_1
SD Itqan Islamic School,"Jalan Padasuka No.160, RT.02/RW.03, Pasirlayung",-6.8934388,107.6575202,OPERATIONAL,4.8,165,"school, point_of_interest, establishment",IDN.9.14.14.4_1
Pondok Pesantren Multazam MYS,"Jalan Padasuka No.88, RT 004 RW 006, Pasirlayung",-6.8967104,107.6550562,OPERATIONAL,4.9,15,"school, point_of_interest, establishment",IDN.9.14.14.4_1
RA Multazam,"Jalan Padasuka, Pasirlayung",-6.894331,107.655629,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.14.4_1
Madrasah Tsanawiyah Multazam,"Gang Ciparungpung VII No.9, Pasirlayung",-6.8943608,107.6555791,OPERATIONAL,3.9,17,"school, point_of_interest, establishment",IDN.9.14.14.4_1
TK itQan Islamic Preschool,"Komplek Yayasan Pendidikan itQan, Jalan Padasuka No.160",-6.8936317,107.6574418,OPERATIONAL,5,63,"school, point_of_interest, establishment",IDN.9.14.14.4_1
Sekolah Dasar Negeri 064 Padasuka,"Jalan Padasuka No.88, Pasirlayung",-6.8964082,107.6552855,OPERATIONAL,4.3,40,"primary_school, school, point_of_interest, establishment",IDN.9.14.14.4_1
